dataset,population,region,sexe,age,statut_residence,niveau_instruction,handicap,completude_pct
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Primaire,Non,98.9
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,15,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,15,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,16,Hôte,Primaire,Non,98.9
Adolescent.e.s,12-17,Koulsé,Garçons,15,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,16,Hôte,Secondaire/Lycée,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,15,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Yaadga,Garçons,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Goulmou,Filles,16,Hôte,Secondaire/Lycée,Oui,99.6
Adolescent.e.s,12-17,Goulmou,Garçons,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Aucun,Oui,99.3
Adolescent.e.s,12-17,Yaadga,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Alphabétisation,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Alphabétisation,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,16,Déplacé.e interne,Aucun,Oui,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,16,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,14,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,14,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,14,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,14,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,15,Déplacé.e interne,Post-primaire,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,15,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,14,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,16,Retour volontaire,Primaire,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,15,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,14,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,15,Hôte,Secondaire/Lycée,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,15,Hôte,Primaire,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Hôte,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,15,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Primaire,Oui,99.6
Adolescent.e.s,12-17,Nakambé,Filles,15,Hôte,Alphabétisation,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,16,Hôte,Primaire,Oui,99.6
Adolescent.e.s,12-17,Koulsé,Filles,17,Hôte,Post-primaire,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,17,Hôte,Post-primaire,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,15,Hôte,Post-primaire,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,15,Hôte,Post-primaire,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,15,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,14,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,17,Déplacé.e interne,Primaire,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,15,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,17,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,16,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,15,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,15,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,15,Déplacé.e interne,Aucun,Oui,99.6
Adolescent.e.s,12-17,Koulsé,Garçons,14,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,17,Hôte,Secondaire/Lycée,Non,99.6
Adolescent.e.s,12-17,Goulmou,Filles,17,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,15,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Goulmou,Filles,16,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,15,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,15,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,15,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,16,Déplacé.e interne,Secondaire/Lycée,Non,98.9
Adolescent.e.s,12-17,Yaadga,Garçons,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,16,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,17,Hôte,Primaire,Non,98.9
Adolescent.e.s,12-17,Goulmou,Garçons,17,Déplacé.e interne,Primaire,Non,98.9
Adolescent.e.s,12-17,Goulmou,Garçons,17,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,14,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,17,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,17,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Hôte,Aucun,Non,98.9
Adolescent.e.s,12-17,Yaadga,Garçons,15,Hôte,Secondaire/Lycée,Non,98.9
Adolescent.e.s,12-17,Yaadga,Garçons,16,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,15,Hôte,Post-primaire,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,17,Hôte,Primaire,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,16,Hôte,Primaire,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,15,Hôte,Primaire,Oui,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Garçons,14,Hôte,Alphabétisation,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,15,Hôte,Primaire,Oui,99.6
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,17,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,15,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,15,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,15,Hôte,Post-primaire,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,15,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,15,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Primaire,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Alphabétisation,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,14,Hôte,Primaire,Oui,99.6
Adolescent.e.s,12-17,Nakambé,Garçons,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,14,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,14,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Hôte,Secondaire/Lycée,Oui,99.6
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,15,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Déplacé.e interne,Secondaire/Lycée,Oui,99.6
Adolescent.e.s,12-17,Nakambé,Filles,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,14,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,14,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,15,Hôte,Secondaire/Lycée,Non,98.9
Adolescent.e.s,12-17,Nakambé,Garçons,15,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,16,Hôte,Alphabétisation,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,15,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,14,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,16,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Post-primaire,Oui,99.6
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,16,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,14,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,14,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,14,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,15,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,16,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,17,Hôte,Primaire,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,15,Hôte,Post-primaire,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,16,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Koulsé,Filles,15,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Goulmou,Garçons,15,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,15,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Goulmou,Filles,14,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,14,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,15,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Secondaire/Lycée,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,16,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Primaire,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,15,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,16,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,16,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Yaadga,Garçons,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Yaadga,Garçons,15,Déplacé.e interne,Primaire,Non,98.9
Adolescent.e.s,12-17,Yaadga,Garçons,15,Déplacé.e interne,Primaire,Non,98.9
Adolescent.e.s,12-17,Yaadga,Garçons,17,Déplacé.e interne,Primaire,Non,98.9
Adolescent.e.s,12-17,Nakambé,Garçons,16,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Garçons,15,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Garçons,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,15,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,15,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,15,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Koulsé,Garçons,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,15,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,16,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,16,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,17,Déplacé.e interne,Alphabétisation,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,14,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,15,Hôte,Aucun,Non,98.9
Adolescent.e.s,12-17,Yaadga,Garçons,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Primaire,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,16,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,14,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Nakambé,Garçons,16,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,14,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,16,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,16,Hôte,Primaire,Non,98.9
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Aucun,Oui,99.6
Adolescent.e.s,12-17,Nakambé,Garçons,17,Hôte,Secondaire/Lycée,Non,98.9
Adolescent.e.s,12-17,Nakambé,Garçons,14,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,15,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Garçons,15,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,15,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Garçons,17,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,15,Déplacé.e interne,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,15,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,15,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Nakambé,Filles,17,Déplacé.e interne,Primaire,Non,98.9
Adolescent.e.s,12-17,Goulmou,Filles,17,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Goulmou,Filles,17,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Garçons,16,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,17,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,16,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,15,Hôte,Aucun,Non,98.9
Adolescent.e.s,12-17,Goulmou,Garçons,17,Hôte,Post-primaire,Non,99.3
Adolescent.e.s,12-17,Goulmou,Filles,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,14,Déplacé.e interne,École coranique,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,16,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,16,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,16,Hôte,Aucun,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,15,Hôte,Primaire,Non,99.3
Adolescent.e.s,12-17,Koulsé,Filles,15,Hôte,Secondaire/Lycée,Non,99.3
Adolescent.e.s,12-17,Koulsé,Garçons,17,Déplacé.e interne,Aucun,Non,99.3
Adolescent.e.s,12-17,Yaadga,Filles,16,Déplacé.e interne,Aucun,Non,98.9
Adolescent.e.s,12-17,Yaadga,Filles,16,Déplacé.e interne,Primaire,Non,98.9
