dataset,population,region,sexe,age,statut_residence,niveau_instruction,handicap,completude_pct
Adultes,18+,Nakambé,Homme,59,Hôte,Aucun,Non,99.2
Adultes,18+,Nakambé,Homme,43,PDI,Primaire,Non,99.1
Adultes,18+,Koulsé,Homme,35,Hôte,Aucun,Non,99.8
Adultes,18+,Koulsé,Homme,18,Hôte,Aucun,Non,99.8
Adultes,18+,Koulsé,Homme,45,Hôte,Aucun,Non,99.7
Adultes,18+,Koulsé,Homme,40,Hôte,Aucun,Non,99.8
Adultes,18+,Koulsé,Homme,35,Hôte,Primaire,Oui,99.8
Adultes,18+,Nakambé,Homme,36,Hôte,Alphabétisation,Non,99.8
Adultes,18+,Yaadga,Femme,40,PDI,Aucun,Non,99.7
Adultes,18+,Yaadga,Femme,45,Hôte,Aucun,Non,99.4
Adultes,18+,Yaadga,Homme,42,Hôte,Universitaire,Non,99.5
Adultes,18+,Yaadga,Homme,48,PDI,Alphabétisation,Non,99.7
Adultes,18+,Yaadga,Homme,76,PDI,Aucun,Oui,99.7
Adultes,18+,Yaadga,Homme,62,Hôte,Universitaire,Non,99.5
Adultes,18+,Yaadga,Homme,56,Hôte,Aucun,Non,99.4
Adultes,18+,Koulsé,Homme,45,Hôte,Aucun,Non,99.7
Adultes,18+,Koulsé,Homme,35,PDI,Aucun,Non,99.7
Adultes,18+,Yaadga,Femme,58,Hôte,Aucun,Non,99.8
Adultes,18+,Yaadga,Femme,29,Hôte,Primaire,Non,99.8
Adultes,18+,Yaadga,Femme,31,PDI,Aucun,Non,99.8
Adultes,18+,Yaadga,Femme,61,PDI,Aucun,Non,99.7
Adultes,18+,Yaadga,Femme,43,PDI,Aucun,Non,99.8
Adultes,18+,Goulmou,Homme,28,Hôte,Post-primaire,Non,99.1
Adultes,18+,Yaadga,Homme,49,Hôte,Aucun,Non,99.7
Adultes,18+,Yaadga,Homme,58,Hôte,Aucun,Non,99.7
Adultes,18+,Yaadga,Homme,45,Hôte,Primaire,Non,99.7
Adultes,18+,Yaadga,Homme,57,Hôte,Aucun,Non,99.7
Adultes,18+,Goulmou,Femme,69,PDI,Aucun,Non,99.4
Adultes,18+,Goulmou,Femme,41,PDI,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,30,PDI,Post-primaire,Non,99.8
Adultes,18+,Goulmou,Femme,37,PDI,Alphabétisation,Non,99.8
Adultes,18+,Goulmou,Femme,26,PDI,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,34,PDI,Alphabétisation,Non,99.8
Adultes,18+,Goulmou,Femme,33,PDI,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,34,PDI,Aucun,Non,99.5
Adultes,18+,Goulmou,Homme,41,PDI,Post-primaire,Non,99.7
Adultes,18+,Goulmou,Homme,47,Hôte,Secondaire/Lycée,Non,99.4
Adultes,18+,Goulmou,Homme,52,Hôte,Primaire,Non,99.7
Adultes,18+,Koulsé,Femme,35,Hôte,Aucun,Non,99.5
Adultes,18+,Koulsé,Femme,25,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Koulsé,Femme,65,Hôte,Alphabétisation,Non,99.7
Adultes,18+,Nakambé,Homme,38,Hôte,Aucun,Non,99.7
Adultes,18+,Nakambé,Homme,37,Hôte,Primaire,Non,99.5
Adultes,18+,Nakambé,Homme,48,Hôte,Aucun,Non,99.5
Adultes,18+,Nakambé,Homme,41,Hôte,Secondaire/Lycée,Non,99.5
Adultes,18+,Nakambé,Homme,44,Hôte,Primaire,Non,99.8
Adultes,18+,Nakambé,Homme,42,Hôte,Primaire,Non,99.8
Adultes,18+,Nakambé,Homme,35,Hôte,Primaire,Non,99.8
Adultes,18+,Nakambé,Homme,32,Hôte,Aucun,Non,99.8
Adultes,18+,Nakambé,Homme,42,Hôte,Aucun,Non,99.7
Adultes,18+,Nakambé,Homme,49,Hôte,Aucun,Non,99.5
Adultes,18+,Nakambé,Homme,33,Hôte,Aucun,Non,99.4
Adultes,18+,Nakambé,Homme,45,Hôte,Aucun,Non,99.4
Adultes,18+,Koulsé,Femme,60,Hôte,Primaire,Non,99.7
Adultes,18+,Koulsé,Femme,32,Hôte,Primaire,Non,99.8
Adultes,18+,Goulmou,Femme,37,PDI,Aucun,Non,99.4
Adultes,18+,Goulmou,Femme,47,PDI,Aucun,Non,99.2
Adultes,18+,Goulmou,Homme,43,Hôte,Post-primaire,Non,99.2
Adultes,18+,Goulmou,Femme,31,Hôte,Post-primaire,Non,99.7
Adultes,18+,Goulmou,Femme,48,PDI,Aucun,Oui,99.1
Adultes,18+,Yaadga,Femme,46,Hôte,Aucun,Non,99.4
Adultes,18+,Yaadga,Femme,43,Hôte,Alphabétisation,Non,99.7
Adultes,18+,Yaadga,Femme,47,Hôte,Aucun,Non,99.5
Adultes,18+,Yaadga,Femme,32,Hôte,Primaire,Non,99.4
Adultes,18+,Nakambé,Homme,29,Hôte,Aucun,Non,99.5
Adultes,18+,Yaadga,Femme,44,Hôte,Secondaire/Lycée,Non,99.7
Adultes,18+,Yaadga,Femme,39,Hôte,Aucun,Non,99.4
Adultes,18+,Nakambé,Femme,45,Hôte,Aucun,Non,99.7
Adultes,18+,Nakambé,Femme,56,Hôte,Aucun,Non,99.8
Adultes,18+,Nakambé,Femme,29,Hôte,Secondaire/Lycée,Non,99.5
Adultes,18+,Nakambé,Femme,41,Hôte,Post-primaire,Non,99.7
Adultes,18+,Nakambé,Femme,26,Hôte,Universitaire,Non,99.8
Adultes,18+,Nakambé,Femme,36,Hôte,Post-primaire,Non,99.7
Adultes,18+,Nakambé,Femme,52,Hôte,Primaire,Non,99.8
Adultes,18+,Nakambé,Femme,54,Hôte,Aucun,Non,99.7
Adultes,18+,Yaadga,Homme,32,PDI,Universitaire,Non,99.8
Adultes,18+,Yaadga,Homme,46,PDI,Aucun,Non,99.7
Adultes,18+,Yaadga,Homme,42,PDI,Aucun,Non,99.5
Adultes,18+,Yaadga,Homme,64,PDI,Aucun,Non,99.7
Adultes,18+,Yaadga,Homme,54,PDI,Aucun,Non,99.4
Adultes,18+,Nakambé,Femme,37,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Nakambé,Femme,47,Hôte,Aucun,Non,99.5
Adultes,18+,Nakambé,Femme,39,Hôte,Aucun,Non,99.7
Adultes,18+,Nakambé,Femme,40,Hôte,Primaire,Non,99.5
Adultes,18+,Nakambé,Femme,26,Hôte,Secondaire/Lycée,Non,99.7
Adultes,18+,Nakambé,Femme,53,Hôte,Aucun,Non,99.5
Adultes,18+,Nakambé,Femme,49,Hôte,Aucun,Oui,99.4
Adultes,18+,Nakambé,Femme,38,Hôte,Secondaire/Lycée,Non,99.7
Adultes,18+,Nakambé,Femme,28,Hôte,Secondaire/Lycée,Non,99.7
Adultes,18+,Yaadga,Femme,35,Hôte,Aucun,Non,99.5
Adultes,18+,Yaadga,Femme,42,Hôte,Alphabétisation,Non,99.5
Adultes,18+,Yaadga,Femme,25,Hôte,Primaire,Non,99.5
Adultes,18+,Yaadga,Femme,34,Hôte,Aucun,Non,99.5
Adultes,18+,Yaadga,Femme,35,Hôte,Aucun,Non,99.5
Adultes,18+,Yaadga,Femme,50,Hôte,Aucun,Non,99.5
Adultes,18+,Yaadga,Femme,50,PDI,Aucun,Non,99.5
Adultes,18+,Yaadga,Femme,53,Hôte,Aucun,Non,99.5
Adultes,18+,Yaadga,Femme,36,Hôte,Secondaire/Lycée,Non,99.5
Adultes,18+,Yaadga,Femme,44,Hôte,Aucun,Non,99.7
Adultes,18+,Yaadga,Femme,32,Hôte,Primaire,Oui,99.5
Adultes,18+,Yaadga,Femme,52,PDI,Primaire,Oui,99.5
Adultes,18+,Yaadga,Femme,45,PDI,Primaire,Oui,99.5
Adultes,18+,Yaadga,Femme,36,Hôte,Aucun,Non,99.5
Adultes,18+,Yaadga,Femme,39,Hôte,Secondaire/Lycée,Non,99.5
Adultes,18+,Yaadga,Femme,32,Hôte,Primaire,Non,99.5
Adultes,18+,Goulmou,Femme,45,Hôte,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,45,Hôte,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,19,Hôte,Primaire,Non,99.8
Adultes,18+,Goulmou,Femme,26,Hôte,Post-primaire,Non,99.8
Adultes,18+,Goulmou,Homme,35,Hôte,Aucun,Non,99.4
Adultes,18+,Goulmou,Homme,38,Hôte,Aucun,Non,98.9
Adultes,18+,Goulmou,Homme,34,Hôte,Aucun,Non,99.2
Adultes,18+,Goulmou,Homme,46,Hôte,Aucun,Non,98.6
Adultes,18+,Goulmou,Homme,50,Hôte,Aucun,Non,99.4
Adultes,18+,Goulmou,Femme,46,Hôte,Aucun,Non,99.4
Adultes,18+,Goulmou,Femme,29,Hôte,Alphabétisation,Non,99.5
Adultes,18+,Goulmou,Femme,27,Hôte,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,23,Hôte,Aucun,Non,99.2
Adultes,18+,Goulmou,Femme,36,Hôte,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,51,Hôte,Post-primaire,Non,99.8
Adultes,18+,Goulmou,Femme,39,Hôte,Universitaire,Non,99.8
Adultes,18+,Goulmou,Femme,32,Hôte,Post-primaire,Non,99.4
Adultes,18+,Goulmou,Femme,50,Hôte,Alphabétisation,Non,99.4
Adultes,18+,Goulmou,Femme,60,Hôte,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,47,Hôte,Aucun,Non,99.8
Adultes,18+,Koulsé,Femme,33,Hôte,Aucun,Non,99.5
Adultes,18+,Goulmou,Homme,52,PDI,Aucun,Non,99.7
Adultes,18+,Goulmou,Homme,34,Hôte,Primaire,Non,99.7
Adultes,18+,Goulmou,Homme,45,Hôte,Aucun,Non,99.7
Adultes,18+,Goulmou,Homme,43,Hôte,Primaire,Oui,99.4
Adultes,18+,Goulmou,Homme,28,PDI,Universitaire,Non,99.8
Adultes,18+,Goulmou,Femme,22,Hôte,Primaire,Non,99.4
Adultes,18+,Goulmou,Femme,26,Hôte,Aucun,Non,99.5
Adultes,18+,Goulmou,Femme,29,Hôte,Aucun,Non,99.5
Adultes,18+,Goulmou,Femme,31,Hôte,Post-primaire,Non,99.8
Adultes,18+,Goulmou,Femme,43,Hôte,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,61,Hôte,Aucun,Non,99.2
Adultes,18+,Goulmou,Femme,42,Hôte,Aucun,Oui,99.4
Adultes,18+,Goulmou,Femme,35,Hôte,Alphabétisation,Non,99.8
Adultes,18+,Goulmou,Femme,45,Hôte,Alphabétisation,Non,99.8
Adultes,18+,Goulmou,Femme,60,Hôte,Aucun,Non,99.8
Adultes,18+,Goulmou,Femme,18,Hôte,Primaire,Non,99.8
Adultes,18+,Goulmou,Femme,48,Hôte,Alphabétisation,Non,99.8
Adultes,18+,Goulmou,Homme,25,Hôte,Universitaire,Non,98.9
Adultes,18+,Kadiogo,Femme,46,Hôte,Post-primaire,Non,99.2
Adultes,18+,Kadiogo,Femme,30,Hôte,Secondaire/Lycée,Non,99.4
Adultes,18+,Kadiogo,Femme,24,Hôte,Post-primaire,Non,98.7
Adultes,18+,Kadiogo,Femme,36,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,41,Hôte,Post-primaire,Non,99.4
Adultes,18+,Kadiogo,Homme,34,Hôte,Post-primaire,Non,99.4
Adultes,18+,Kadiogo,Homme,43,Hôte,Post-primaire,Non,99.5
Adultes,18+,Kadiogo,Homme,36,Hôte,Universitaire,Non,99.1
Adultes,18+,Kadiogo,Homme,73,Hôte,Secondaire/Lycée,Non,99.4
Adultes,18+,Kadiogo,Femme,40,Hôte,Secondaire/Lycée,Non,99.7
Adultes,18+,Kadiogo,Femme,33,Hôte,Aucun,Non,99.8
Adultes,18+,Kadiogo,Femme,32,Hôte,Universitaire,Non,99.5
Adultes,18+,Kadiogo,Femme,41,Hôte,Aucun,Non,98.9
Adultes,18+,Kadiogo,Femme,39,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Femme,32,Hôte,Secondaire/Lycée,Non,99.4
Adultes,18+,Kadiogo,Femme,27,Hôte,Primaire,Non,98.9
Adultes,18+,Kadiogo,Femme,45,Hôte,Aucun,Non,99.1
Adultes,18+,Kadiogo,Femme,36,Hôte,Secondaire/Lycée,Non,99.2
Adultes,18+,Kadiogo,Femme,54,Hôte,Post-primaire,Non,99.2
Adultes,18+,Kadiogo,Femme,32,Hôte,Secondaire/Lycée,Non,99.2
Adultes,18+,Kadiogo,Femme,49,Hôte,Aucun,Non,99.2
Adultes,18+,Kadiogo,Femme,30,Hôte,Aucun,Non,99.2
Adultes,18+,Kadiogo,Femme,59,Hôte,Aucun,Non,99.1
Adultes,18+,Kadiogo,Femme,38,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,42,Hôte,Aucun,Non,99.2
Adultes,18+,Kadiogo,Homme,85,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Homme,45,Hôte,Primaire,Non,98.7
Adultes,18+,Kadiogo,Homme,41,Hôte,Universitaire,Non,99.8
Adultes,18+,Kadiogo,Femme,52,Hôte,Aucun,Non,99.7
Adultes,18+,Kadiogo,Femme,27,Hôte,Aucun,Non,99.8
Adultes,18+,Kadiogo,Femme,40,Hôte,Aucun,Non,99.8
Adultes,18+,Kadiogo,Femme,36,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,61,Hôte,Primaire,Non,99.4
Adultes,18+,Kadiogo,Femme,66,Hôte,Post-primaire,Oui,99.4
Adultes,18+,Kadiogo,Femme,62,Hôte,Aucun,Non,99.7
Adultes,18+,Kadiogo,Homme,52,Hôte,Universitaire,Non,99.4
Adultes,18+,Kadiogo,Homme,43,Hôte,Post-primaire,Non,99.7
Adultes,18+,Bankui,Homme,41,Hôte,Primaire,Non,99.8
Adultes,18+,Bankui,Femme,30,Hôte,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,52,Hôte,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,28,Hôte,Primaire,Non,99.8
Adultes,18+,Bankui,Femme,53,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,34,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,35,PDI,Primaire,Non,99.8
Adultes,18+,Bankui,Femme,31,PDI,Post-primaire,Non,99.8
Adultes,18+,Bankui,Femme,35,PDI,Secondaire/Lycée,Non,99.8
Adultes,18+,Bankui,Homme,45,PDI,Post-primaire,Non,99.8
Adultes,18+,Kadiogo,Femme,40,Hôte,Post-primaire,Non,99.1
Adultes,18+,Kadiogo,Femme,35,Hôte,Secondaire/Lycée,Non,98.4
Adultes,18+,Kadiogo,Femme,52,Hôte,Primaire,Non,98.9
Adultes,18+,Kadiogo,Femme,47,Hôte,Aucun,Oui,99.2
Adultes,18+,Bankui,Homme,45,Hôte,Aucun,Non,99.5
Adultes,18+,Bankui,Homme,58,PDI,Primaire,Non,99.8
Adultes,18+,Bankui,Homme,65,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,68,Hôte,Alphabétisation,Oui,99.5
Adultes,18+,Bankui,Homme,65,Hôte,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,64,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,50,PDI,Primaire,Non,99.8
Adultes,18+,Bankui,Homme,45,PDI,Alphabétisation,Non,99.8
Adultes,18+,Bankui,Homme,47,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,32,PDI,Post-primaire,Non,99.8
Adultes,18+,Bankui,Homme,65,PDI,Aucun,Oui,99.7
Adultes,18+,Kadiogo,Femme,42,Hôte,Primaire,Non,99.8
Adultes,18+,Kadiogo,Femme,25,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Kadiogo,Femme,31,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Kadiogo,Femme,52,Hôte,Primaire,Non,99.4
Adultes,18+,Kadiogo,Femme,27,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Femme,30,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Kadiogo,Femme,38,Hôte,Primaire,Non,99.5
Adultes,18+,Kadiogo,Femme,35,Hôte,Post-primaire,Non,99.5
Adultes,18+,Kadiogo,Homme,52,Hôte,Aucun,Oui,99.5
Adultes,18+,Kadiogo,Femme,32,Hôte,Secondaire/Lycée,Non,99.5
Adultes,18+,Kadiogo,Femme,45,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Homme,43,Hôte,Primaire,Non,99.7
Adultes,18+,Kadiogo,Homme,38,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Kadiogo,Homme,36,Hôte,Primaire,Non,99.8
Adultes,18+,Kadiogo,Homme,47,Hôte,Aucun,Non,99.8
Adultes,18+,Kadiogo,Homme,32,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Kadiogo,Homme,29,Hôte,Secondaire/Lycée,Non,99.7
Adultes,18+,Kadiogo,Homme,43,Hôte,Primaire,Oui,99.5
Adultes,18+,Kadiogo,Femme,31,Hôte,Aucun,Non,99.2
Adultes,18+,Kadiogo,Femme,36,Hôte,Secondaire/Lycée,Non,99.2
Adultes,18+,Kadiogo,Femme,29,Hôte,Universitaire,Non,99.5
Adultes,18+,Kadiogo,Femme,35,Hôte,Aucun,Non,99.1
Adultes,18+,Kadiogo,Femme,48,Hôte,Aucun,Non,99.1
Adultes,18+,Kadiogo,Femme,33,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,38,Hôte,Post-primaire,Non,99.2
Adultes,18+,Kadiogo,Femme,37,Hôte,Post-primaire,Non,99.8
Adultes,18+,Kadiogo,Femme,43,Hôte,Primaire,Non,99.2
Adultes,18+,Kadiogo,Homme,50,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Homme,54,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Homme,32,Hôte,Primaire,Non,99.5
Adultes,18+,Kadiogo,Homme,25,Hôte,Secondaire/Lycée,Non,99.5
Adultes,18+,Kadiogo,Homme,30,Hôte,Primaire,Non,99.5
Adultes,18+,Kadiogo,Homme,70,Hôte,Universitaire,Non,99.1
Adultes,18+,Kadiogo,Homme,42,Hôte,Aucun,Non,99.1
Adultes,18+,Kadiogo,Femme,48,Hôte,Primaire,Non,99.4
Adultes,18+,Kadiogo,Femme,33,Hôte,Primaire,Non,99.4
Adultes,18+,Kadiogo,Femme,35,Hôte,Post-primaire,Oui,99.2
Adultes,18+,Kadiogo,Femme,41,Hôte,Aucun,Non,99.4
Adultes,18+,Bankui,Femme,45,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,39,PDI,Primaire,Non,99.7
Adultes,18+,Bankui,Femme,50,PDI,Aucun,Non,99.7
Adultes,18+,Bankui,Femme,28,PDI,Post-primaire,Non,99.8
Adultes,18+,Bankui,Femme,26,PDI,Secondaire/Lycée,Non,99.8
Adultes,18+,Bankui,Femme,37,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,40,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,50,PDI,Aucun,Non,99.8
Adultes,18+,Kadiogo,Femme,28,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,33,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Femme,29,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Femme,52,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,38,Hôte,Aucun,Non,99.1
Adultes,18+,Kadiogo,Femme,37,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,26,Hôte,Primaire,Non,99.5
Adultes,18+,Kadiogo,Femme,47,Hôte,Aucun,Non,99.1
Adultes,18+,Kadiogo,Femme,37,Hôte,Primaire,Non,99.1
Adultes,18+,Kadiogo,Femme,29,Hôte,Secondaire/Lycée,Non,99.5
Adultes,18+,Kadiogo,Femme,35,Hôte,Aucun,Non,99.8
Adultes,18+,Kadiogo,Homme,53,Hôte,Alphabétisation,Non,99.8
Adultes,18+,Kadiogo,Homme,52,Hôte,Universitaire,Non,99.4
Adultes,18+,Kadiogo,Homme,52,Hôte,Universitaire,Non,99.7
Adultes,18+,Kadiogo,Homme,28,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Homme,59,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Homme,42,Hôte,Primaire,Oui,99.4
Adultes,18+,Kadiogo,Homme,34,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Homme,31,Hôte,Post-primaire,Non,98.7
Adultes,18+,Kadiogo,Homme,27,Hôte,Primaire,Non,99.5
Adultes,18+,Kadiogo,Homme,29,Hôte,Primaire,Non,99.5
Adultes,18+,Kadiogo,Homme,52,Hôte,Aucun,Non,99.1
Adultes,18+,Bankui,Homme,49,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,63,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,49,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,41,PDI,Primaire,Non,99.8
Adultes,18+,Bankui,Homme,52,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,47,PDI,Post-primaire,Non,99.8
Adultes,18+,Bankui,Homme,45,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,61,PDI,Aucun,Non,99.8
Adultes,18+,Kadiogo,Femme,38,Hôte,Primaire,Non,98.6
Adultes,18+,Kadiogo,Femme,34,Hôte,Universitaire,Non,99.1
Adultes,18+,Kadiogo,Femme,28,Hôte,Primaire,Non,99.5
Adultes,18+,Kadiogo,Femme,42,Hôte,Aucun,Non,99.2
Adultes,18+,Kadiogo,Femme,44,Hôte,Post-primaire,Non,99.4
Adultes,18+,Kadiogo,Femme,46,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,38,Hôte,Post-primaire,Non,99.2
Adultes,18+,Kadiogo,Femme,51,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,47,Hôte,Post-primaire,Non,99.5
Adultes,18+,Kadiogo,Femme,52,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,31,Hôte,Aucun,Non,99.4
Adultes,18+,Kadiogo,Femme,33,Hôte,Post-primaire,Non,99.2
Adultes,18+,Bankui,Homme,35,Hôte,Primaire,Non,99.7
Adultes,18+,Bankui,Homme,42,Hôte,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,39,Hôte,Primaire,Non,99.4
Adultes,18+,Bankui,Homme,35,Hôte,Aucun,Non,99.7
Adultes,18+,Bankui,Homme,31,Hôte,Post-primaire,Non,99.4
Adultes,18+,Bankui,Homme,30,Hôte,Aucun,Non,99.4
Adultes,18+,Bankui,Homme,45,Hôte,Aucun,Non,99.8
Adultes,18+,Kadiogo,Homme,44,Hôte,Primaire,Non,99.7
Adultes,18+,Kadiogo,Homme,56,Hôte,Primaire,Non,99.7
Adultes,18+,Kadiogo,Homme,35,Hôte,Secondaire/Lycée,Non,99.7
Adultes,18+,Kadiogo,Homme,41,Hôte,Primaire,Non,99.7
Adultes,18+,Bankui,Homme,56,Hôte,Universitaire,Non,99.2
Adultes,18+,Bankui,Homme,72,Hôte,Aucun,Non,99.4
Adultes,18+,Bankui,Homme,39,Hôte,Universitaire,Non,99.2
Adultes,18+,Bankui,Homme,42,Hôte,Aucun,Non,99.5
Adultes,18+,Bankui,Homme,63,Hôte,Universitaire,Non,99.5
Adultes,18+,Bankui,Homme,61,Hôte,Secondaire/Lycée,Non,99.5
Adultes,18+,Bankui,Homme,36,Hôte,Primaire,Non,99.7
Adultes,18+,Bankui,Femme,33,PDI,Aucun,Non,99.7
Adultes,18+,Bankui,Femme,34,PDI,Primaire,Non,99.8
Adultes,18+,Bankui,Femme,49,Hôte,Post-primaire,Non,99.8
Adultes,18+,Bankui,Homme,38,Hôte,Primaire,Non,99.8
Adultes,18+,Bankui,Femme,39,Hôte,Alphabétisation,Non,99.5
Adultes,18+,Bankui,Femme,37,Hôte,Alphabétisation,Non,99.5
Adultes,18+,Bankui,Homme,43,Hôte,Primaire,Non,99.4
Adultes,18+,Bankui,Femme,39,Hôte,Aucun,Non,99.5
Adultes,18+,Bankui,Femme,33,Hôte,Primaire,Non,99.5
Adultes,18+,Bankui,Femme,35,Hôte,Alphabétisation,Non,99.5
Adultes,18+,Bankui,Homme,47,Hôte,Aucun,Non,99.4
Adultes,18+,Bankui,Homme,60,Hôte,Aucun,Non,99.8
Adultes,18+,Bankui,Homme,57,PDI,Aucun,Non,99.7
Adultes,18+,Bankui,Femme,32,Hôte,Primaire,Non,99.5
Adultes,18+,Bankui,Femme,29,Hôte,Aucun,Non,99.5
Adultes,18+,Bankui,Femme,36,Hôte,Aucun,Non,99.7
Adultes,18+,Bankui,Femme,37,Hôte,Aucun,Oui,99.5
Adultes,18+,Bankui,Femme,39,Hôte,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,31,Hôte,Alphabétisation,Non,99.8
Adultes,18+,Bankui,Femme,28,Hôte,Primaire,Non,99.7
Adultes,18+,Bankui,Femme,34,PDI,Aucun,Non,99.7
Adultes,18+,Bankui,Femme,36,PDI,Alphabétisation,Non,99.2
Adultes,18+,Bankui,Femme,31,PDI,Aucun,Non,99.4
Adultes,18+,Bankui,Homme,40,Hôte,Aucun,Non,99.2
Adultes,18+,Bankui,Homme,30,Hôte,Primaire,Non,99.8
Adultes,18+,Bankui,Femme,36,Hôte,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,32,Hôte,Primaire,Non,99.5
Adultes,18+,Bankui,Femme,38,Hôte,Aucun,Non,99.7
Adultes,18+,Bankui,Femme,35,PDI,Aucun,Non,99.2
Adultes,18+,Bankui,Femme,37,Hôte,Alphabétisation,Non,99.4
Adultes,18+,Bankui,Femme,36,PDI,Aucun,Non,99.7
Adultes,18+,Bankui,Femme,29,PDI,Alphabétisation,Non,99.8
Adultes,18+,Bankui,Femme,31,PDI,Alphabétisation,Non,99.2
Adultes,18+,Bankui,Femme,34,Hôte,Aucun,Non,99.5
Adultes,18+,Kadiogo,Homme,39,Hôte,Primaire,Non,99.8
Adultes,18+,Kadiogo,Homme,29,Hôte,Secondaire/Lycée,Non,99.7
Adultes,18+,Kadiogo,Homme,47,Hôte,Primaire,Non,99.7
Adultes,18+,Kadiogo,Homme,39,Hôte,Primaire,Non,99.7
Adultes,18+,Kadiogo,Homme,34,Hôte,Aucun,Non,99.8
Adultes,18+,Kadiogo,Homme,53,Hôte,Primaire,Non,99.7
Adultes,18+,Kadiogo,Homme,36,Hôte,Universitaire,Non,99.8
Adultes,18+,Kadiogo,Homme,41,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Kadiogo,Femme,32,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Kadiogo,Femme,42,Hôte,Post-primaire,Oui,99.4
Adultes,18+,Kadiogo,Femme,37,Hôte,Secondaire/Lycée,Non,99.4
Adultes,18+,Kadiogo,Femme,33,Hôte,Aucun,Non,99.2
Adultes,18+,Kadiogo,Homme,36,Hôte,Alphabétisation,Non,99.7
Adultes,18+,Kadiogo,Homme,35,Hôte,Aucun,Non,99.1
Adultes,18+,Kadiogo,Homme,72,Hôte,Secondaire/Lycée,Non,99.4
Adultes,18+,Kadiogo,Homme,44,Hôte,Primaire,Non,99.8
Adultes,18+,Bankui,Femme,62,PDI,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,47,Hôte,Aucun,Non,99.8
Adultes,18+,Bankui,Femme,33,Hôte,Secondaire/Lycée,Non,99.8
Adultes,18+,Bankui,Femme,31,Hôte,Primaire,Non,99.8
